"Country or Area","Year","Comm. Code","Commodity","Flow","Trade (USD)","Weight (kg)","Quantity Name","Quantity"
"Mexico","2021","293220","Heterocyclic compounds; with oxygen hetero-atom(s) only, containing an unfused furan ring (whether or not hydrogenated) in the structure, lactones","Import","42483109","3705484.03","Weight in kilograms","3705484.03"
"Mexico","2021","293220","Heterocyclic compounds; with oxygen hetero-atom(s) only, containing an unfused furan ring (whether or not hydrogenated) in the structure, lactones","Export","304668","13478","Weight in kilograms","13478"
"Mexico","2021","293299","Heterocyclic compounds; with oxygen hetero-atom(s) only, no lactones or unfused furan rings in the structure, other than isosafrole, 1-(1,3-benzodiaxol-5-yl) propan-2-one, piperonal, safrole, tetrahydrocannabinols (all isomers), carbofuran (ISO)","Import","74014858","","Weight in kilograms","2289994.14"
"Mexico","2021","293299","Heterocyclic compounds; with oxygen hetero-atom(s) only, no lactones or unfused furan rings in the structure, other than isosafrole, 1-(1,3-benzodiaxol-5-yl) propan-2-one, piperonal, safrole, tetrahydrocannabinols (all isomers), carbofuran (ISO)","Export","15102431","","Weight in kilograms","368871.9"
"Mexico","2021","293319","Heterocyclic compounds; with nitrogen hetero-atom(s) only, containing an unfused pyrazole ring (whether or not hydrogenated) in the structure, other than henazone (antipyrin) and its derivatives","Import","14276476","445068.105","Weight in kilograms","445068.105"
"Mexico","2021","293321","Heterocyclic compounds; with nitrogen hetero-atom(s) only, containing an unfused imidazole ring (whether or not hydrogenated) in the structure, hydantoin and its derivatives","Import","612908","91278.042","Weight in kilograms","91278.042"
"Mexico","2021","293329","Heterocyclic compounds; with nitrogen hetero-atom(s) only, containing an unfused imidazole ring (whether or not hydrogenated) in the structure, other than hydantoin and its derivatives","Import","67941684","551444.024","Weight in kilograms","551444.024"
"Mexico","2021","293331","Heterocyclic compounds; containing an unfused pyridine ring (whether or not hydrogenated) in the structure, pyridine and its salts","Import","78128","8310","Weight in kilograms","8310"
"Mexico","2021","293339","Heterocyclic compounds; containing an unfused pyridine ring (whether or not hydrogenated) in the structure, n.e.c. in 2933.3","Import","130141075","19109209.046","Weight in kilograms","19109209.046"
"Mexico","2021","293339","Heterocyclic compounds; containing an unfused pyridine ring (whether or not hydrogenated) in the structure, n.e.c. in 2933.3","Export","571758","15046","Weight in kilograms","15046"
"Mexico","2021","293349","Heterocyclic compounds; containing a quinoline or isoquinoline ring-system (whether or not hydrogenated) in the structure, not further fused, other than levorphanol (INN) and its salts","Import","14304045","141697.934","Weight in kilograms","141697.934"
"Mexico","2021","293359","Heterocyclic compounds; containing a pyrimidine ring (whether or not hydrogenated) or piperazine ring in the structure, (other than malonylurea and its derivatives, loprazolam, mecloqualone, methaqualone, zipeprol, and salts thereof) n.e.c. in 2933.5","Import","68267777","1246573.429","Weight in kilograms","1246573.429"
"Mexico","2021","293359","Heterocyclic compounds; containing a pyrimidine ring (whether or not hydrogenated) or piperazine ring in the structure, (other than malonylurea and its derivatives, loprazolam, mecloqualone, methaqualone, zipeprol, and salts thereof) n.e.c. in 2933.5","Export","1983367","23612","Weight in kilograms","23612"
"Mexico","2021","293361","Heterocyclic compounds; containing an unfused triazine ring (whether or not hydrogenated) in the structure, melamine","Import","765910","399558","Weight in kilograms","399558"
"Mexico","2021","293369","Heterocyclic compounds; containing an unfused triazine ring (whether or not hydrogenated) in the structure, others excluding melamine","Export","1768992","594193","Weight in kilograms","594193"
"Mexico","2021","293369","Heterocyclic compounds; containing an unfused triazine ring (whether or not hydrogenated) in the structure, others excluding melamine","Import","54790831","17649621","Weight in kilograms","17649621"
"Mexico","2021","293379","Heterocyclic compounds; lactams; other than 6-hexanelactam (epsilon caprolactam) and clobazam (INN) and methyprylon (INN)","Import","22882242","1791207.132","Weight in kilograms","1791207.132"
"Mexico","2021","293391","Heterocyclic compounds; alprazolam (INN), camazepam (INN), chlordiazepoxide (INN), clonazepam (INN), clorazepate, delorazepam (INN), diazepam (INN), estazolam (INN), ethyl loflazepate (INN), fludiazepam (INN), flunitrazepam (INN), (cont)","Import","3219723","533.49","Weight in kilograms","533.49"
"Mexico","2021","293399","Heterocyclic compounds; n.e.c. in headings no. 2933","Import","101169477","","Weight in kilograms","1337006.795"
"Mexico","2021","293399","Heterocyclic compounds; n.e.c. in headings no. 2933","Export","9056601","","Weight in kilograms","64200.331"
"Mexico","2021","293410","Heterocyclic compounds; containing an unfused thiazole ring (whether or not hydrogenated) in the structure","Import","21487005","417752.816","Weight in kilograms","417752.816"
"Mexico","2021","293410","Heterocyclic compounds; containing an unfused thiazole ring (whether or not hydrogenated) in the structure","Export","11027855","126423","Weight in kilograms","126423"
"Mexico","2021","293420","Heterocyclic compounds; containing in the structure, a benzothiazole ring-system (whether or not hydrogenated), not further fused","Import","18589101","3556034.468","Weight in kilograms","3556034.468"
"Mexico","2021","293420","Heterocyclic compounds; containing in the structure, a benzothiazole ring-system (whether or not hydrogenated), not further fused","Export","180651","35770","Weight in kilograms","35770"
"Mexico","2021","293499","Nucleic acids and their salts, other heterocyclic compounds, n.e.c. in heading number 2934","Import","202390656","5730397.988","Weight in kilograms","5730397.988"
"Mexico","2021","293499","Nucleic acids and their salts, other heterocyclic compounds, n.e.c. in heading number 2934","Export","11991551","167887","Weight in kilograms","167887"
"Mexico","2021","293590","Sulphonamides; n.e.c. in heading no. 2935","Import","12890863","478546.928","Weight in kilograms","478546.928"
"Mexico","2021","293621","Vitamins; vitamins A and their derivatives, unmixed","Import","13292088","213077.176","Weight in kilograms","213077.176"
"Mexico","2021","293622","Vitamins; vitamin B1 and its derivatives, unmixed","Import","8726356","301642","Weight in kilograms","301642"
"Mexico","2021","293623","Vitamins; vitamin B2 and its derivatives, unmixed","Import","912443","50126.055","Weight in kilograms","50126.055"
"Mexico","2021","293624","Vitamins; D- or DL-pantothenic acid (vitamin B5) and its derivatives, unmixed","Import","5731681","499060.174","Weight in kilograms","499060.174"
"Mexico","2021","293625","Vitamins; vitamin B6 and its derivatives, unmixed","Import","3488820","160564","Weight in kilograms","160564"
"Mexico","2021","293626","Vitamins; vitamin B12 and its derivatives, unmixed","Import","9597065","6710.435","Weight in kilograms","6710.435"
"Mexico","2021","293627","Vitamins; vitamin C and its derivatives, unmixed","Import","20390469","3609360.851","Weight in kilograms","3609360.851"
"Mexico","2021","293627","Vitamins; vitamin C and its derivatives, unmixed","Export","115653","27400","Weight in kilograms","27400"
"Mexico","2021","293628","Vitamins; vitamin E and its derivatives, unmixed","Import","29067404","2933900.512","Weight in kilograms","2933900.512"
"Mexico","2021","293629","Vitamins; n.e.c. in item no. 2936.2, and their derivatives, unmixed","Import","28790528","2342447.154","Weight in kilograms","2342447.154"
"Mexico","2021","293629","Vitamins; n.e.c. in item no. 2936.2, and their derivatives, unmixed","Export","73036","2241","Weight in kilograms","2241"
"Mexico","2021","293690","Vitamins; n.e.c. in heading no. 2936, including natural concentrates","Import","1380310","40220.029","Weight in kilograms","40220.029"
"Mexico","2021","293719","Polypeptide hormones, protein hormones and glycoprotein hormones, their derivatives and structural analogues; other than somatotropin, (its derivatives and structural anaologues) and insulin and its salts","Import","2876795","69.481","Weight in kilograms","69.481"
"Mexico","2021","293721","Steroidal hormones, their derivatives and structural analogues; cortisone, hydrocortisone, prednisone (dehydrocortisone) and prednisolone (dehydrohydrocortisone)","Import","1665249","3419.104","Weight in kilograms","3419.104"
"Mexico","2021","293722","Steroidal hormones, their derivatives and structural analogues; halogenated derivatives of corticosteroidal hormones","Import","3604590","2010.257","Weight in kilograms","2010.257"
"Mexico","2021","293723","Steroidal hormones, their derivatives and structural analogues; oestrogens and progestogens","Import","11847278","11822.463","Weight in kilograms","11822.463"
"Mexico","2021","293729","Steroidal hormones, their derivatives and structural analogues; other than cortisone, hydrocortisone, prednisone (dehydrocortisone), prednisolone (dehydrohydrocortisone), halogenated derivatives of corticosteroidal hormones, oestrogen and progestogens","Import","17926422","79539.091","Weight in kilograms","79539.091"
"Mexico","2021","293750","Prostaglandins, thromboxanes and leukotrienes, their derivatives and structural analogues","Import","42691","","Weight in kilograms","0.225"
"Mexico","2021","293790","Hormones, prostaglandins, thromboxanes and leukotrienes, natural or reproduced by synthesis; derivatives and structural analogues thereof, including chain modified polypeptides, used primarily as hormones, n.e.c. in heading 2937","Import","3894100","1448.015","Weight in kilograms","1448.015"
"Mexico","2021","293810","Glycosides; rutoside (rutin) and its derivatives","Import","12547","174.15","Weight in kilograms","174.15"
"Mexico","2021","293890","Glycosides; natural or reproduced by synthesis, other than rutoside (rutin) and its derivatives","Import","13771569","253204.843","Weight in kilograms","253204.843"
"Mexico","2021","293890","Glycosides; natural or reproduced by synthesis, other than rutoside (rutin) and its derivatives","Export","458320","4990","Weight in kilograms","4990"
"Mexico","2021","293919","Alkaloids; of opium and their derivatives; other than in 2939.11, salts thereof","Import","19151","1532","Weight in kilograms","1532"
"Mexico","2021","293930","Alkaloids; caffeine and its salts","Import","10778086","868981.534","Weight in kilograms","868981.534"
"Mexico","2021","293979","Alkaloids; of vegetal origin, other than cocaine, ecgonine; salts, esters and other derivatives; n.e.c. in heading no. 2939","Import","8869853","73208.868","Weight in kilograms","73208.868"
"Mexico","2021","294000","Sugars, chemically pure, other than sucrose, lactose, maltose, glucose and fructose; sugar ethers, sugar acetals and sugar esters, and their salts, other than the products of heading 29.37, 29.38, or 29.39","Import","23683031","6747390.574","Weight in kilograms","6747390.574"
"Mexico","2021","294000","Sugars, chemically pure, other than sucrose, lactose, maltose, glucose and fructose; sugar ethers, sugar acetals and sugar esters, and their salts, other than the products of heading 29.37, 29.38, or 29.39","Export","1177911","363214","Weight in kilograms","363214"
"Mexico","2021","294110","Antibiotics; penicillins and their derivatives with a penicillanic acid structure; salts thereof","Import","9592613","326842.306","Weight in kilograms","326842.306"
"Mexico","2021","294120","Antibiotics; streptomycins and their derivatives; salts thereof","Import","1875715","83962.193","Weight in kilograms","83962.193"
"Mexico","2021","294130","Antibiotics; tetracyclines and their derivatives; salts thereof","Import","11741629","517179","Weight in kilograms","517179"
"Mexico","2021","294140","Antibiotics; chloramphenicol and its derivatives; salts thereof","Import","7186828","88516.26","Weight in kilograms","88516.26"
"Mexico","2021","294150","Antibiotics; erythromycin and its derivatives; salts thereof","Import","3468874","19986.232","Weight in kilograms","19986.232"
"Mexico","2021","294190","Antibiotics; n.e.c. in heading no. 2941","Import","78756789","919599.693","Weight in kilograms","919599.693"
"Mexico","2021","294200","Organic compounds; n.e.c. in chapter 29","Import","399104","41376.788","Weight in kilograms","41376.788"
"Mexico","2020","290110","Acyclic hydrocarbons; saturated","Export","498129","","No Quantity",""
"Mexico","2020","290110","Acyclic hydrocarbons; saturated","Import","124453372","96284864.55","Weight in kilograms","96284864.55"
"Mexico","2020","290122","Acyclic hydrocarbons; unsaturated, propene (propylene)","Import","230987902","292643075.818","Weight in kilograms","292643075.818"
"Mexico","2020","290123","Acyclic hydrocarbons; unsaturated, butene (butylene) and isomers thereof","Import","14276739","15218701.975","Weight in kilograms","15218701.975"
"Mexico","2020","290124","Acyclic hydrocarbons; unsaturated, buta-1,3-diene and isoprene","Import","37891785","46472330.469","Weight in kilograms","46472330.469"
"Mexico","2020","290129","Acyclic hydrocarbons; unsaturated, n.e.c. in heading no. 2901","Export","113120","","No Quantity",""
"Mexico","2020","290129","Acyclic hydrocarbons; unsaturated, n.e.c. in heading no. 2901","Import","10286834","7197632.469","Weight in kilograms","7197632.469"
"Mexico","2020","290211","Cyclic hydrocarbons; cyclohexane","Import","7457711","8961680.407","Weight in kilograms","8961680.407"
"Mexico","2020","290219","Cyclic hydrocarbons; cyclanes, cyclenes and cycloterpenes, excluding cyclohexane","Import","27552339","","No Quantity",""
"Mexico","2020","290219","Cyclic hydrocarbons; cyclanes, cyclenes and cycloterpenes, excluding cyclohexane","Export","705497","","No Quantity",""
"Mexico","2020","290230","Cyclic hydrocarbons; toluene","Export","1998338","3820382.446","Weight in kilograms","3820382.446"
"Mexico","2020","290230","Cyclic hydrocarbons; toluene","Import","24848950","43468108.799","Weight in kilograms","43468108.799"
"Mexico","2020","290241","Cyclic hydrocarbons; o-xylene","Import","28856617","43706784.325","Weight in kilograms","43706784.325"
"Mexico","2020","290243","Cyclic hydrocarbons; p-xylene","Import","519193505","938925459.579","Weight in kilograms","938925459.579"
"Mexico","2020","290244","Cyclic hydrocarbons; mixed xylene isomers","Import","3394134","","No Quantity",""
"Mexico","2020","290250","Cyclic hydrocarbons; styrene","Import","516821441","636733848.448","Weight in kilograms","636733848.448"
"Mexico","2020","290250","Cyclic hydrocarbons; styrene","Export","144885","178614.443","Weight in kilograms","178614.443"
"Mexico","2020","290260","Cyclic hydrocarbons; ethylbenzene","Import","67430","83017.233","Weight in kilograms","83017.233"
"Mexico","2020","290290","Cyclic hydrocarbons; n.e.c. in heading no. 2902","Export","1117","","No Quantity",""
"Mexico","2020","290290","Cyclic hydrocarbons; n.e.c. in heading no. 2902","Import","9417260","4937123.23","Weight in kilograms","4937123.23"
"Mexico","2020","290311","Saturated chlorinated derivatives of acyclic hydrocarbons; chloromethane (methyl chloride) and chloroethane (ethyl chloride)","Import","1814377","2102252.467","Weight in kilograms","2102252.467"
"Mexico","2020","290312","Saturated chlorinated derivatives of acyclic hydrocarbons; dichloromethane (methylene chloride)","Export","29731","49100.34","Weight in kilograms","49100.34"
"Mexico","2020","290312","Saturated chlorinated derivatives of acyclic hydrocarbons; dichloromethane (methylene chloride)","Import","7272402","12436893.181","Weight in kilograms","12436893.181"
"Mexico","2020","290313","Saturated chlorinated derivatives of acyclic hydrocarbons; chloroform (trichloromethane)","Import","1075419","","No Quantity",""
"Mexico","2020","290315","Saturated chlorinated derivatives of acyclic hydrocarbons; ethylene dichloride (ISO) (1,2-dichloroethane)","Import","106806","333586.911","Weight in kilograms","333586.911"
"Mexico","2020","290319","Saturated chlorinated derivatives of acyclic hydrocarbons; n.e.c. in item no. 2903.1","Import","2151659","818879.549","Weight in kilograms","818879.549"
"Mexico","2020","290322","Unsaturated chlorinated derivatives of acyclic hydrocarbons; trichloroethylene","Import","294152","277738.291","Weight in kilograms","277738.291"
"Mexico","2020","290323","Unsaturated chlorinated derivatives of acyclic hydrocarbons; tetrachloroethylene (perchloroethylene)","Import","3439551","4227178.407","Weight in kilograms","4227178.407"
"Mexico","2020","290329","Unsaturated chlorinated derivatives of acyclic hydrocarbons; n.e.c. in item no. 2903.2","Import","3298245","1382003.479","Weight in kilograms","1382003.479"
"Mexico","2020","290339","Fluorinated, brominated or iodinated derivatives of acyclic hydrocarbons; other than ethylene dibromide (ISO) (1,2-dibromoethane)","Export","6010769","","No Quantity",""
"Mexico","2020","290339","Fluorinated, brominated or iodinated derivatives of acyclic hydrocarbons; other than ethylene dibromide (ISO) (1,2-dibromoethane)","Import","103375693","14811163.012","Weight in kilograms","14811163.012"
"Mexico","2020","290371","Halogenated derivatives of acyclic hydrocarbons containing two or more different halogens; chlorodifluoromethane (HCFC-22)","Export","183095","76251.3","Weight in kilograms","76251.3"
"Mexico","2020","290373","Halogenated derivatives of acyclic hydrocarbons containing two or more different halogens; dichlorofluoroethanes (HCFC-141, 141b)","Import","673976","418618.634","Weight in kilograms","418618.634"
"Mexico","2020","290379","Halogenated derivatives of acyclic hydrocarbons containing two or more different halogens; n.e.c. in item no. 2903.7","Import","32460868","3403770.721","Weight in kilograms","3403770.721"
"Mexico","2020","290391","Halogenated derivatives of aromatic hydrocarbons; chlorobenzene, o-dichlorobenzene, and p-dichlorobenzene","Import","7338801","7302764.54","Weight in kilograms","7302764.54"
"Mexico","2020","290399","Halogenated derivatives of aromatic hydrocarbons; n.e.c. in item no. 2903.91, 2903.92, 2903.93 and 2903.94","Import","15574006","2498923.148","Weight in kilograms","2498923.148"
"Mexico","2020","290410","Derivatives of hydrocarbons; containing only sulpho groups, their salts and ethyl esters, whether or not halogenated","Import","8497180","","No Quantity",""
"Mexico","2020","290410","Derivatives of hydrocarbons; containing only sulpho groups, their salts and ethyl esters, whether or not halogenated","Export","41431","23506.188","Weight in kilograms","23506.188"
"Mexico","2020","290420","Derivatives of hydrocarbons; containing only nitro or only nitroso groups, whether or not halogenated","Import","462626","219045.842","Weight in kilograms","219045.842"
"Mexico","2020","290490","Derivatives of hydrocarbons; n.e.c. in heading no. 2904, whether or not halogenated","Import","7662145","","No Quantity",""
"Mexico","2020","290511","Alcohols; saturated monohydric, methanol (methyl alcohol)","Export","460047","","No Quantity",""
"Mexico","2020","290511","Alcohols; saturated monohydric, methanol (methyl alcohol)","Import","13526843","54345861.481","Weight in kilograms","54345861.481"
"Mexico","2020","290512","Alcohols; saturated monohydric, propan-1-ol (propyl alcohol) and propan-2-ol (isopropyl alcohol)","Export","1550923","1070615.128","Weight in kilograms","1070615.128"
"Mexico","2020","290512","Alcohols; saturated monohydric, propan-1-ol (propyl alcohol) and propan-2-ol (isopropyl alcohol)","Import","66475747","45904514.74","Weight in kilograms","45904514.74"
"Mexico","2020","290513","Alcohols; saturated monohydric, butan-1-ol (n-butyl alcohol)","Import","4336742","5328361.964","Weight in kilograms","5328361.964"
"Mexico","2020","290513","Alcohols; saturated monohydric, butan-1-ol (n-butyl alcohol)","Export","1817","2285.81","Weight in kilograms","2285.81"
"Mexico","2020","290514","Alcohols; saturated monohydric, butanols excluding item no. 2905.13","Import","2066232","2352822.687","Weight in kilograms","2352822.687"
"Mexico","2020","290516","Alcohols; saturated monohydric, octanol (octyl alcohol) and isomers thereof","Export","405","294.994","Weight in kilograms","294.994"
"Mexico","2020","290516","Alcohols; saturated monohydric, octanol (octyl alcohol) and isomers thereof","Import","35408502","36806264.774","Weight in kilograms","36806264.774"
"Mexico","2020","290517","Alcohols; saturated monohydric, dodecan-1-ol (lauryl alcohol), hexadecan-1-ol (cetyl alcohol) and octadecan-1-ol (stearyl alcohol)","Export","144996","114295.174","Weight in kilograms","114295.174"
"Mexico","2020","290517","Alcohols; saturated monohydric, dodecan-1-ol (lauryl alcohol), hexadecan-1-ol (cetyl alcohol) and octadecan-1-ol (stearyl alcohol)","Import","12720404","8705262.647","Weight in kilograms","8705262.647"
"Mexico","2020","290519","Alcohols; saturated monohydric, n.e.c. in item no. 2905.1","Export","13086637","6462811.551","Weight in kilograms","6462811.551"
"Mexico","2020","290519","Alcohols; saturated monohydric, n.e.c. in item no. 2905.1","Import","29616831","10851794.45","Weight in kilograms","10851794.45"
"Mexico","2020","290522","Alcohols; unsaturated monohydric, acyclic terpene alcohols","Export","250699","35657.972","Weight in kilograms","35657.972"
"Mexico","2020","290522","Alcohols; unsaturated monohydric, acyclic terpene alcohols","Import","16698159","2281529.976","Weight in kilograms","2281529.976"
"Mexico","2020","290529","Alcohols; acyclic, unsaturated monohydric, (other than acyclic terpene alcohols)","Export","2595017","","No Quantity",""
"Mexico","2020","290529","Alcohols; acyclic, unsaturated monohydric, (other than acyclic terpene alcohols)","Import","7012374","","No Quantity",""
"Mexico","2020","290531","Alcohols; acyclic, diols; ethylene glycol (ethanediol)","Import","182029833","306775725.723","Weight in kilograms","306775725.723"
"Mexico","2020","290531","Alcohols; acyclic, diols; ethylene glycol (ethanediol)","Export","75774","128111.852","Weight in kilograms","128111.852"
"Mexico","2020","290532","Alcohols; acyclic, diols; propylene glycol (propane-1, 2-diol)","Import","36729751","29550412.247","Weight in kilograms","29550412.247"
"Mexico","2020","290532","Alcohols; acyclic, diols; propylene glycol (propane-1, 2-diol)","Export","132148","102440.31","Weight in kilograms","102440.31"
"Mexico","2020","290539","Alcohols; acyclic, diols, other than ethylene glycol (ethandiol) or propylene glycol (propane-1,2-diol)","Import","8977092","5573909.986","Weight in kilograms","5573909.986"
"Mexico","2020","290539","Alcohols; acyclic, diols, other than ethylene glycol (ethandiol) or propylene glycol (propane-1,2-diol)","Export","7544409","4371794.63","Weight in kilograms","4371794.63"
"Mexico","2020","290541","Alcohols; polyhydric, 2-ethyl-2- (hydroxymethyl) propane-1,3-diol (trimethylolpropane)","Import","5371796","3464621.67","Weight in kilograms","3464621.67"
"Mexico","2020","290542","Alcohols; polyhydric, pentaerythritol","Import","10440397","7342500.336","Weight in kilograms","7342500.336"
"Mexico","2020","290543","Alcohols; polyhydric, mannitol","Import","6126079","978851.143","Weight in kilograms","978851.143"
"Mexico","2020","290544","Alcohols; polyhydric, d-glucitol (sorbitol)","Import","11171165","9859123.02","Weight in kilograms","9859123.02"
"Mexico","2020","290545","Alcohols; polyhydric, glycerol","Import","40249165","55345632.706","Weight in kilograms","55345632.706"
"Mexico","2020","290545","Alcohols; polyhydric, glycerol","Export","74712","117498.32","Weight in kilograms","117498.32"
"Mexico","2020","290549","Alcohols; polyhydric, n.e.c. in item no. 2905.4","Import","10364862","2976760.476","Weight in kilograms","2976760.476"
"Mexico","2020","290559","Alcohols; acyclic; halogenated, sulphonated, nitrated or nitrosated derivatives thereof, other than ethchlorvynol (INN)","Import","1601810","","No Quantity",""
"Mexico","2020","290611","Alcohols; cyclanic, cyclenic or cycloterpenic and derivatives, menthol","Export","63903","3196.587","Weight in kilograms","3196.587"
"Mexico","2020","290611","Alcohols; cyclanic, cyclenic or cycloterpenic and derivatives, menthol","Import","9525860","422014.639","Weight in kilograms","422014.639"
"Mexico","2020","290612","Alcohols; cyclanic, cyclenic or cycloterpenic and derivatives, cyclohexanol, methylcyclohexanols and dimethylcyclohexanols","Import","415336","","No Quantity",""
"Mexico","2020","290613","Alcohols; cyclanic, cyclenic or cycloterpenic and derivatives, sterols and inositols","Import","1440368","","No Quantity",""
"Mexico","2020","290619","Alcohols; cyclanic, cyclenic or cycloterpenic and derivatives, n.e.c. in item no. 2906.1","Export","1553767","","No Quantity",""
"Mexico","2020","290619","Alcohols; cyclanic, cyclenic or cycloterpenic and derivatives, n.e.c. in item no. 2906.1","Import","16477227","1064912.655","Weight in kilograms","1064912.655"
"Mexico","2020","290621","Alcohols; aromatic alcohols and derivatives, benzyl alcohol","Import","11443667","6788050.43","Weight in kilograms","6788050.43"
"Mexico","2020","290629","Alcohols; aromatic and derivatives, other than benzyl alcohol","Import","19938125","","No Quantity",""
"Mexico","2020","290711","Monophenols; phenol (hydroxybenzene) and its salts","Import","14085153","16497517.093","Weight in kilograms","16497517.093"
"Mexico","2020","290711","Monophenols; phenol (hydroxybenzene) and its salts","Export","138713","167568.875","Weight in kilograms","167568.875"
"Mexico","2020","290712","Monophenols; cresols and their salts","Import","4649036","1992880.154","Weight in kilograms","1992880.154"
"Mexico","2020","290713","Monophenols; octylphenol, nonylphenol and their isomers, salts thereof","Import","4205685","2835778.267","Weight in kilograms","2835778.267"
"Mexico","2020","290713","Monophenols; octylphenol, nonylphenol and their isomers, salts thereof","Export","250","175.728","Weight in kilograms","175.728"
"Mexico","2020","290715","Monophenols; naphthols and their salts","Import","339462","84139.527","Weight in kilograms","84139.527"
"Mexico","2020","290719","Monophenols; n.e.c. in item no. 2907.1","Export","72729","20526.272","Weight in kilograms","20526.272"
"Mexico","2020","290719","Monophenols; n.e.c. in item no. 2907.1","Import","14203141","4410574.257","Weight in kilograms","4410574.257"
"Mexico","2020","290721","Polyphenols; resorcinol and its salts","Import","3990465","398429.263","Weight in kilograms","398429.263"
"Mexico","2020","290722","Polyphenols; hydroquinone (quinol) and its salts","Import","4767805","889335.475","Weight in kilograms","889335.475"
"Mexico","2020","290723","Polyphenols; 4,4'-isopropylidenediphenol (bisphenol A, diphenylolpropane) and its salts","Import","1278522","1027853.349","Weight in kilograms","1027853.349"
"Mexico","2020","290729","Phenol-alcohols and polyphenols n.e.c. in item number 2907.2","Export","360918","","No Quantity",""
"Mexico","2020","290729","Phenol-alcohols and polyphenols n.e.c. in item number 2907.2","Import","6756661","","No Quantity",""
"Mexico","2020","290819","Phenol or phenol-alcohol derivatives containing only halogen substituents and their salts; other than pentachlorophenol (ISO)","Import","2712144","","No Quantity",""
"Mexico","2020","290899","Phenol or phenol-alcohol derivatives, sulphonated, nitrated or nitrosated derivatives thereof; other than dinoseb (ISO), and 4,6-dinitro-o-cresol (DNOC (ISO)), and their salts","Export","11629","","No Quantity",""
"Mexico","2020","290899","Phenol or phenol-alcohol derivatives, sulphonated, nitrated or nitrosated derivatives thereof; other than dinoseb (ISO), and 4,6-dinitro-o-cresol (DNOC (ISO)), and their salts","Import","2146480","158936.925","Weight in kilograms","158936.925"
"Mexico","2020","290911","Ethers; acyclic, and their halogenated, sulphonated, nitrated or nitrosated derivatives, diethyl ether","Export","975","315.282","Weight in kilograms","315.282"
"Mexico","2020","290911","Ethers; acyclic, and their halogenated, sulphonated, nitrated or nitrosated derivatives, diethyl ether","Import","73487","28378.517","Weight in kilograms","28378.517"
"Mexico","2020","290919","Ethers; acyclic, and their halogenated, sulphonated, nitrated or nitrosated derivatives, other than diethyl ether","Import","271314908","","No Quantity",""
"Mexico","2020","290920","Ethers; cyclanic, cyclenic or cycloterpenic and their halogenated, sulphonated, nitrated or nitrosated derivatives","Import","755127","","No Quantity",""
"Mexico","2020","290930","Ethers; aromatic, and their halogenated, sulphonated, nitrated or nitrosated derivatives","Export","348334","","No Quantity",""
"Mexico","2020","290930","Ethers; aromatic, and their halogenated, sulphonated, nitrated or nitrosated derivatives","Import","5048911","","No Quantity",""
"Mexico","2020","290941","Ether-alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives; 2,2-oxydiethanol (diethylene glycol, digol)","Export","66239","111485.286","Weight in kilograms","111485.286"
"Mexico","2020","290941","Ether-alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives; 2,2-oxydiethanol (diethylene glycol, digol)","Import","15102717","25068609.112","Weight in kilograms","25068609.112"
"Mexico","2020","290943","Ether-alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives; monobutyl ethers of ethylene glycol or of diethylene glycol","Export","153562","156483.386","Weight in kilograms","156483.386"
"Mexico","2020","290943","Ether-alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives; monobutyl ethers of ethylene glycol or of diethylene glycol","Import","14103272","13828893.09","Weight in kilograms","13828893.09"
"Mexico","2020","290944","Ether-alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives; monoalkylethers of ethylene glycol or of diethylene glycol n.e.c. in heading no. 2909","Export","111286","69335.466","Weight in kilograms","69335.466"
"Mexico","2020","290944","Ether-alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives; monoalkylethers of ethylene glycol or of diethylene glycol n.e.c. in heading no. 2909","Import","1827014","1087066.249","Weight in kilograms","1087066.249"
"Mexico","2020","290949","Ether-alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives; n.e.c. in item no. 2909.4","Export","289767","161975.103","Weight in kilograms","161975.103"
"Mexico","2020","290949","Ether-alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives; n.e.c. in item no. 2909.4","Import","29386181","15246096.113","Weight in kilograms","15246096.113"
"Mexico","2020","290950","Ether-phenols, ether-alcohol-phenols and their halogenated, sulphonated, nitrated or nitrosated derivatives","Export","77566","5009.725","Weight in kilograms","5009.725"
"Mexico","2020","290950","Ether-phenols, ether-alcohol-phenols and their halogenated, sulphonated, nitrated or nitrosated derivatives","Import","4221409","259181.431","Weight in kilograms","259181.431"
"Mexico","2020","290960","Alcohol peroxides, ether peroxides, acetal and hemiacetal peroxides, ketone peroxides and their halogenated, sulphonated, nitrated or nitrosated derivatives","Import","15476103","3431617.996","Weight in kilograms","3431617.996"
"Mexico","2020","291020","Epoxides, epoxyalcohols, epoxyphenols and epoxyethers; with a three-membered ring and their halogenated, sulphonated, nitrated or nitrosated derivatives, methyloxirane (propylene oxide)","Import","46637091","33547316.346","Weight in kilograms","33547316.346"
